ride_no,origin,destination,driver_netid,date,earliest_time,latest_time,seats_available,gas_price,comments
274,"Louisville, KY","Durham, NC",dcg397,2020-05-20,02:50:47,18:09:48,3,150.03,
275,"Virginia Beach, VA","Durham, NC",sui633,2021-01-11,06:54:39,16:18:38,4,165.37,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla."
276,"Los Angeles, CA","Milwaukee, WI",pfl609,2020-09-01,03:55:38,23:09:35,4,24.85,
277,"Albuquerque, NM","San Francisco, CA",gdv764,2021-01-30,11:07:42,18:38:09,4,191.99,
278,"New Orleans, LA","Fresno, CA",kbs389,2020-10-27,04:36:10,18:57:56,4,124.93,
279,"Detroit, MI","Tulsa, OK",wdk954,2020-09-02,02:44:02,12:13:34,4,102.34,
280,"Memphis, TN","Kansas City, MO",goq763,2020-07-29,08:26:53,14:29:18,4,29.63,
281,"Los Angeles, CA",city,uld068,2020-07-04,01:21:51,13:23:59,3,50.72,
282,"Concord, NC","Charlotte, NC",hkx288,2020-11-09,11:41:06,12:12:55,3,92.32,
283,"Houston, TX","Wichita, KS",don078,2021-04-09,08:08:11,18:18:39,4,32.86,Vivamus in felis eu sapien cursus vestibulum.
284,"Wilmington, NC","San Jose, CA",rah933,2020-10-05,06:35:03,20:51:24,3,123.83,
285,"New Orleans, LA","Denver, CO",spg577,2020-07-19,03:40:33,23:32:16,3,113.51,
286,"Cary, NC","Arlington, TX",chi458,2020-07-23,06:24:47,19:27:27,4,60.52,Proin eu mi.
287,"San Jose, CA","New Orleans, LA",hkx288,2021-01-06,06:54:52,21:54:37,3,61.03,Cras pellentesque volutpat dui.
288,"Seattle, WA","Albuquerque, NM",uaz614,2020-10-27,03:40:20,13:36:27,4,11.02,Nullam porttitor lacus at turpis.
289,"Minneapolis, MN","Fresno, CA",mpk816,2020-09-02,02:57:53,12:48:33,4,168.67,In hac habitasse platea dictumst.
290,"Greensboro, NC","Albuquerque, NM",rvs236,2020-10-26,09:25:09,12:09:27,3,42.63,Etiam vel augue.
291,"Miami, FL","Dallas, TX",zod396,2020-09-07,06:07:08,21:51:04,1,167.84,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
292,"Cary, NC","San Antonio, TX",dtz601,2020-05-04,01:33:47,17:24:25,2,63.15,Duis bibendum.
293,"Tucson, AZ","Long Beach, CA",gbu057,2020-09-12,08:31:47,14:50:00,2,114.38,
294,"Arlington, TX","Miami, FL",mjb128,2020-08-08,06:16:52,21:48:20,4,64.9,Nullam porttitor lacus at turpis.
295,"San Antonio, TX","Washington, DC",nsu887,2020-05-26,02:50:13,23:30:32,3,155.47,
296,"Dallas, TX","Colorado Springs, CO",pim594,2021-03-11,00:56:06,18:44:50,1,27.05,
297,"Boca Grande, FL","Charlotte, NC",opl631,2020-10-31,01:19:19,12:18:31,3,160.52,
298,"Columbus, OH","San Jose, CA",svg999,2020-05-01,05:40:28,20:20:38,2,100.94,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
299,"Mesa, AZ","Louisville, KY",rjn401,2020-10-20,04:43:56,16:27:56,4,179.45,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
300,"Washington, DC","San Francisco, CA",iwy460,2021-02-06,00:47:21,14:27:32,3,73.65,
301,"Memphis, TN","Wilmington, NC",kfe573,2020-06-20,01:32:58,22:57:38,3,141.64,
302,"Oakland, CA","Nashville, TN",rcl483,2021-03-13,10:19:24,20:49:56,3,163.67,
303,"Greenville, NC","Colorado Springs, CO",fkv834,2021-02-04,09:18:02,20:57:10,1,66.64,
304,"Colorado Springs, CO","Boston, MA",zpm358,2020-09-30,01:44:48,17:28:00,4,18.33,
305,"Greenville, NC","Indianapolis, IN",oxb138,2020-10-05,08:01:29,19:55:02,4,180.26,
306,"San Antonio, TX","Denver, CO",tam223,2021-04-06,08:13:02,22:24:56,4,55.42,
307,"Tucson, AZ","Wichita, KS",fyq751,2020-11-19,00:21:52,18:25:43,4,163.15,Aenean fermentum.
308,"Dallas, TX","Las Vegas, NV",ytl341,2021-02-16,11:39:38,18:30:45,4,151.91,Vestibulum ac est lacinia nisi venenatis tristique.
309,"San Diego, CA","Fresno, CA",kgt613,2020-12-10,03:54:21,17:47:34,2,128.64,
310,"Baltimore, MD","New York, NY",rah390,2020-11-19,11:37:01,19:30:32,2,102.25,Phasellus in felis.
311,"Las Vegas, NV","New Orleans, LA",ywg077,2021-02-28,11:15:32,16:02:31,4,113.65,
312,"El Paso, TX","Minneapolis, MN",xur187,2020-12-27,08:04:30,15:31:04,4,194.87,Donec quis orci eget orci vehicula condimentum.
313,"San Antonio, TX","Washington, DC",tli649,2020-10-08,08:54:14,23:40:15,1,189.56,
314,"Louisville, KY","Oakland, CA",uqm164,2021-04-06,06:25:01,13:21:11,4,147.86,
315,"Chicago, IL","Seattle, WA",mfn163,2020-09-04,02:10:18,21:01:09,2,57.21,
316,"Atlanta, GA","Tucson, AZ",leo398,2020-11-27,10:45:39,15:25:37,4,26.22,Nulla facilisi.
317,"Oakland, CA","Fresno, CA",ltz038,2020-05-07,03:35:37,19:51:29,4,1.87,
318,"Washington, DC","Arlington, TX",qph884,2020-05-07,07:16:47,19:05:43,4,191.77,Duis at velit eu est congue elementum.
319,"Durham, NC","Tucson, AZ",qpl159,2021-03-03,05:04:20,14:49:18,4,133.23,Praesent id massa id nisl venenatis lacinia.
320,"Charlotte, NC","Concord, NC",ayq166,2021-04-21,06:37:47,15:15:16,4,1.17,
321,"Durham, NC","San Diego, CA",spg577,2020-05-20,07:47:45,22:59:55,3,140.46,
322,"Memphis, TN","Chicago, IL",wdk954,2020-11-03,11:21:05,22:05:13,4,151.56,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.
323,"Boston, MA","Concord, NC",ptf026,2020-06-28,07:51:46,17:36:27,3,84,Vivamus vel nulla eget eros elementum pellentesque.
324,"Jacksonville, FL","Charlotte, NC",ytg104,2020-07-04,00:20:10,15:05:28,2,42.43,Nullam porttitor lacus at turpis.
325,"Seattle, WA","Fresno, CA",ame565,2021-04-09,08:36:25,13:57:57,4,26.12,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo."
326,"Charlotte, NC","Greensboro, NC",ipa841,2021-01-13,03:20:51,17:44:11,3,47.46,In eleifend quam a odio.
327,"El Paso, TX","Fresno, CA",jfs111,2020-08-29,05:05:06,17:55:11,1,116.26,In eleifend quam a odio.
328,"Houston, TX",city,ehz420,2021-01-24,11:34:25,12:15:09,3,33.11,
329,"Houston, TX","High Point, NC",zhb829,2020-12-22,02:20:59,12:46:15,4,141.54,
330,"Boston, MA","El Paso, TX",ypa384,2020-09-15,07:22:43,22:14:50,4,185.01,
331,"Milwaukee, WI","Dallas, TX",eaq248,2020-06-09,08:56:13,19:23:00,2,149.3,Aliquam quis turpis eget elit sodales scelerisque.
332,"Chicago, IL","Virginia Beach, VA",zxv566,2021-03-30,01:26:08,14:35:13,3,49.99,
333,"Asheville, NC","High Point, NC",qdc071,2021-04-02,03:02:00,23:45:46,3,126.93,Praesent blandit.
334,"Mesa, AZ","Sacramento, CA",xgo540,2021-02-15,04:46:30,19:28:16,4,33.31,Etiam vel augue.
335,"San Antonio, TX","Memphis, TN",ezq739,2021-01-25,06:30:33,18:12:14,3,139.34,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
336,"Washington, DC","Dallas, TX",oug398,2020-08-07,04:32:50,19:26:15,4,135.87,
337,"Concord, NC","Boca Grande, FL",uiz435,2020-05-22,07:14:24,17:49:54,4,166.25,
338,"Virginia Beach, VA","Seattle, WA",dbf173,2020-12-21,03:29:08,15:35:01,3,74.58,
339,"Louisville, KY","Myrtle Beach, SC",igw051,2021-01-04,04:54:37,12:07:27,4,127.82,Integer ac neque.
340,"Louisville, KY","Nashville, TN",kjc710,2020-05-22,04:31:29,21:24:33,2,167.7,Vestibulum sed magna at nunc commodo placerat.
341,"Kansas City, MO","Wichita, KS",eas474,2020-10-10,03:59:10,19:40:22,3,2.27,
342,"Austin, TX","New Orleans, LA",yiv109,2020-10-10,02:31:46,16:15:19,2,77.35,
343,"Houston, TX","San Diego, CA",qzy557,2020-11-25,11:35:36,12:42:07,3,102.75,Nulla ut erat id mauris vulputate elementum.
345,"Memphis, TN","Louisville, KY",woh326,2020-12-21,05:19:51,14:00:11,4,123.35,
346,"Tulsa, OK","Washington, DC",dyh501,2020-06-25,07:53:47,12:46:41,4,110.44,In hac habitasse platea dictumst.
347,"Arlington, TX","Concord, NC",gwf377,2020-06-24,03:28:49,18:45:31,4,118.36,Nulla tempus.
348,"Aspen, CO","Durham, NC",brh162,2020-07-15,00:01:08,13:00:46,4,29.56,
349,"Washington, DC","Colorado Springs, CO",yud843,2020-06-02,08:35:36,22:53:32,4,40.31,Morbi non quam nec dui luctus rutrum.
350,"Greenville, NC","Arlington, TX",tiz958,2021-01-26,06:45:05,21:24:34,2,87.17,Maecenas tincidunt lacus at velit.
351,"New York, NY","Los Angeles, CA",ujc734,2021-02-01,05:01:50,16:31:25,4,16.27,Morbi a ipsum.
352,"Los Angeles, CA","Nashville, TN",keh616,2020-10-11,02:48:43,13:49:26,4,138.7,Aenean auctor gravida sem.
353,"Milwaukee, WI","Louisville, KY",nlo515,2021-01-20,00:32:31,23:45:26,4,85.04,Pellentesque eget nunc.
354,"Jacksonville, FL","Kansas City, MO",lvs129,2020-11-14,01:36:32,23:53:56,1,150.95,Fusce posuere felis sed lacus.
355,"Winston-Salem, NC","Greenville, NC",gdv764,2020-08-17,00:13:36,22:59:58,3,65.82,
356,"San Antonio, TX","Mesa, AZ",tcp288,2020-09-21,10:21:24,19:21:57,3,56.54,
357,"San Diego, CA","Long Beach, CA",qph884,2020-09-10,01:21:52,17:30:13,2,100.63,
358,"San Diego, CA","Cary, NC",wry577,2020-10-22,11:02:55,18:14:14,4,139.35,Suspendisse potenti.
359,"Kansas City, MO","Fresno, CA",kjc710,2021-01-16,06:28:54,20:15:08,3,122.33,
360,"Winston-Salem, NC","Atlanta, GA",eut171,2021-04-05,07:57:04,18:17:42,4,111.9,
361,"Seattle, WA","Baltimore, MD",okz995,2020-07-19,08:07:03,22:26:05,1,120.08,
362,"San Diego, CA","Nashville, TN",kmc405,2020-10-03,07:45:16,16:40:55,4,119.44,
363,"Nashville, TN","Seattle, WA",uac817,2020-10-28,03:06:00,15:52:56,4,62.29,
364,"San Francisco, CA","Nashville, TN",fqw266,2021-03-25,09:19:08,20:07:25,4,115.82,Praesent id massa id nisl venenatis lacinia.
365,"Los Angeles, CA","Boston, MA",zqp345,2020-07-19,00:58:00,20:07:44,4,152.04,
366,"Myrtle Beach, SC","Boston, MA",zwu513,2020-05-21,08:44:36,12:32:54,4,147.39,
368,"Fresno, CA","Los Angeles, CA",ynd857,2021-03-29,02:36:45,22:23:07,3,90.83,Praesent blandit.
369,"Virginia Beach, VA",city,kgo808,2021-01-23,09:13:43,15:03:19,4,60.5,
370,"Austin, TX","Louisville, KY",wpb037,2020-12-20,06:42:40,18:49:34,4,6.3,
371,"Tulsa, OK","Houston, TX",abl148,2021-01-19,09:05:27,23:05:19,4,189.5,
372,"Seattle, WA","Durham, NC",rgn082,2020-05-05,03:00:38,18:20:22,1,85.49,
373,"Los Angeles, CA","Aspen, CO",fiw344,2020-11-10,01:31:26,19:38:25,4,54.7,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla."
374,"New Orleans, LA","Tulsa, OK",vjq295,2020-09-22,09:56:30,19:45:39,4,11.61,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
375,"Seattle, WA","Sacramento, CA",lkc577,2020-08-03,07:33:20,23:11:45,4,101.46,
376,"Boca Grande, FL","Memphis, TN",fni532,2020-12-05,00:39:22,12:08:29,2,197.23,Morbi non quam nec dui luctus rutrum.
377,"Wichita, KS","Las Vegas, NV",ulv522,2021-01-08,04:06:41,17:59:19,3,20.29,
378,"Indianapolis, IN","Nashville, TN",nac683,2020-07-29,05:21:24,23:03:42,3,146.98,
379,"Washington, DC","San Jose, CA",bom306,2021-01-16,10:36:02,17:28:11,1,170.33,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
380,"Oakland, CA","San Diego, CA",ori944,2020-05-17,08:26:36,13:04:05,2,192.7,Morbi vel lectus in quam fringilla rhoncus.
381,"Las Vegas, NV","Boca Grande, FL",lhr174,2020-08-14,06:22:55,12:12:03,3,91.74,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
382,"Washington, DC","Arlington, TX",mnu593,2020-11-16,05:11:22,23:10:16,4,111.95,Morbi quis tortor id nulla ultrices aliquet.
383,"Mesa, AZ","Memphis, TN",ujl724,2020-09-25,11:20:31,22:50:10,4,187.43,
384,"Indianapolis, IN","Greenville, NC",vsl722,2021-02-03,06:13:10,14:24:02,4,71.13,Duis aliquam convallis nunc.
385,"Cary, NC","Wilmington, NC",ink427,2020-12-20,02:40:25,22:26:51,1,151.81,
386,"Aspen, CO","Miami, FL",iny862,2020-08-27,08:39:46,12:24:17,3,185.39,Suspendisse ornare consequat lectus.
387,"Greensboro, NC","Arlington, TX",pfe343,2020-06-03,09:00:31,21:53:25,4,132.34,Nulla ac enim.
389,"Indianapolis, IN","Virginia Beach, VA",ypj320,2021-04-08,02:35:09,13:38:37,4,91.12,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
390,"Winston-Salem, NC","Greensboro, NC",vob801,2021-04-23,06:11:19,13:27:15,4,196.29,"In est risus, auctor sed, tristique in, tempus sit amet, sem."
391,city,"Baltimore, MD",cpb397,2020-07-09,10:46:28,23:31:40,3,86.65,
392,"Baltimore, MD","Oakland, CA",zut426,2020-10-27,08:25:19,12:53:35,3,122.74,Donec dapibus.
393,"Los Angeles, CA","Oakland, CA",cas175,2020-11-26,11:46:11,23:44:53,3,160.02,Integer non velit.
394,"Denver, CO","El Paso, TX",tpu611,2021-04-18,10:37:26,23:31:05,4,175.25,
395,"Houston, TX","Chicago, IL",hsl881,2020-10-23,03:39:59,16:28:20,4,106.8,
396,"Memphis, TN","Concord, NC",plr527,2021-02-12,05:26:38,23:10:32,4,164.4,Morbi ut odio.
397,"Boca Grande, FL","Chicago, IL",ukd631,2020-08-29,03:17:36,14:33:46,2,127.49,In sagittis dui vel nisl.
398,"Tucson, AZ","Austin, TX",uac817,2020-06-23,03:22:05,17:24:32,2,18.18,
399,"New Orleans, LA","Greenville, NC",bng770,2021-01-28,08:03:39,19:17:31,3,108.14,
400,"Boston, MA",city,acx460,2020-06-18,11:20:11,12:08:29,1,106.76,Nam tristique tortor eu pede.
401,"Chicago, IL","Columbus, OH",ydz391,2020-07-11,09:51:13,18:17:56,4,184.8,Nunc nisl.
402,"Louisville, KY","Chicago, IL",vpc976,2021-01-04,11:19:49,15:03:57,3,94.12,
403,"Myrtle Beach, SC","Denver, CO",yaw584,2020-07-28,03:05:18,23:47:24,4,32.39,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.
404,"Tucson, AZ","Louisville, KY",zro734,2020-07-09,11:19:47,16:38:51,3,128.67,
405,"Durham, NC","Boca Grande, FL",dtz601,2020-10-07,06:58:30,23:37:52,4,89.17,Aenean fermentum.
406,"San Francisco, CA","Milwaukee, WI",dyz424,2021-03-12,06:57:06,21:57:05,4,150.44,
407,"Boston, MA","Chicago, IL",zbc430,2021-02-10,10:07:09,13:30:15,1,151.94,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla."
408,"Detroit, MI","San Diego, CA",nbz984,2020-05-02,11:35:16,22:51:44,2,47.72,In blandit ultrices enim.
409,"Charlotte, NC","Seattle, WA",plr527,2020-07-21,09:47:59,13:10:41,4,150.09,
410,"Minneapolis, MN","Cary, NC",qef249,2020-08-21,06:52:07,14:39:38,4,158.24,Etiam vel augue.
411,"Greenville, NC","Winston-Salem, NC",flu543,2020-07-26,02:04:35,13:13:14,4,31.86,
412,"San Diego, CA","New York, NY",xbj545,2020-10-06,01:41:22,17:31:35,4,112.7,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
413,"Nashville, TN","Washington, DC",rdv527,2020-10-02,04:52:14,18:22:10,2,94.87,
414,"San Antonio, TX","Colorado Springs, CO",mem20,2021-03-08,04:20:57,18:27:53,3,96.26,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
415,"Kansas City, MO","Myrtle Beach, SC",pxm887,2020-08-10,08:33:06,21:35:57,4,191.14,Morbi quis tortor id nulla ultrices aliquet.
416,"Seattle, WA","Detroit, MI",twm607,2020-07-28,01:23:49,19:49:55,4,53.42,
417,"New Orleans, LA","Detroit, MI",uwb626,2020-09-10,07:17:51,22:06:20,4,53.48,
418,"Louisville, KY","New Orleans, LA",sig65,2021-02-24,10:09:25,12:39:53,2,21.15,Sed sagittis.
419,"Albuquerque, NM","Durham, NC",xld833,2020-08-21,11:15:27,13:37:16,1,163.39,Donec dapibus.
420,"Kansas City, MO","San Antonio, TX",pto035,2021-03-10,09:35:43,21:06:38,3,45.47,
421,"San Jose, CA","El Paso, TX",ysz518,2020-07-19,03:23:35,15:30:19,2,8.34,
422,"Indianapolis, IN","San Francisco, CA",erl165,2020-04-28,08:50:34,13:00:38,2,19.61,Curabitur at ipsum ac tellus semper interdum.
423,"Long Beach, CA","Minneapolis, MN",pft573,2020-07-25,03:36:15,21:19:23,4,190.59,
424,"Winston-Salem, NC","Nashville, TN",zit390,2020-11-15,09:27:51,18:07:57,3,150.1,Pellentesque at nulla.
425,"Memphis, TN","Winston-Salem, NC",ezv756,2021-02-17,02:44:40,18:15:39,4,105.56,Quisque ut erat.
426,"San Francisco, CA","Minneapolis, MN",gdv764,2021-04-18,07:44:57,20:51:26,1,1.56,
427,"Sacramento, CA","Nashville, TN",tnx906,2020-10-15,10:15:32,15:49:44,3,34.12,Suspendisse potenti.
428,"Indianapolis, IN","Cary, NC",oxg579,2020-10-13,04:00:32,18:10:12,3,170.18,
429,"San Francisco, CA","High Point, NC",zvi096,2020-07-15,11:50:12,12:14:52,4,19.38,Proin risus.
430,"Kansas City, MO","Asheville, NC",tmn375,2020-07-29,04:02:11,22:42:19,4,77.92,Fusce consequat.
431,"Denver, CO","Louisville, KY",hpo663,2021-03-21,07:35:14,21:23:14,4,142.49,Nulla nisl.
432,"Mesa, AZ","Miami, FL",izj324,2020-10-18,09:56:38,18:36:55,4,135.63,
433,"Dallas, TX","Albuquerque, NM",qzn371,2021-03-13,11:54:03,19:13:41,1,105.43,
434,"Denver, CO","San Antonio, TX",jdr208,2020-09-15,09:46:48,15:14:22,4,157.32,Quisque porta volutpat erat.
435,"Greenville, NC","Tucson, AZ",usj465,2020-07-08,02:51:11,22:12:48,3,107.43,
436,"San Antonio, TX","Indianapolis, IN",aaa12,2020-12-25,05:59:34,14:36:37,4,199.41,Nam nulla.
437,"Louisville, KY","Austin, TX",aiu799,2021-02-15,05:58:18,17:39:53,4,184.34,In blandit ultrices enim.
438,"Greensboro, NC","Greenville, NC",jru219,2020-12-30,10:11:31,21:06:14,3,27.44,
439,"San Francisco, CA",city,rjn401,2021-02-22,06:26:15,21:21:59,4,138.88,
440,"Tucson, AZ","Washington, DC",goq763,2021-01-16,05:08:17,17:56:32,2,85.39,In hac habitasse platea dictumst.
441,"Oakland, CA","Milwaukee, WI",zcd432,2020-07-04,01:07:51,14:55:57,4,163.75,Duis ac nibh.
442,"Baltimore, MD","Mesa, AZ",kuo966,2020-05-11,10:15:10,22:05:55,4,27.05,
443,"Denver, CO","Durham, NC",dcg397,2020-11-14,09:38:08,16:34:54,3,99.73,Aliquam erat volutpat.
444,"Boston, MA","Austin, TX",ght802,2020-04-27,01:58:00,14:01:13,3,73.08,
445,"Kansas City, MO","Cary, NC",pnx737,2021-04-02,01:02:12,16:27:59,4,96.27,Vivamus in felis eu sapien cursus vestibulum.
446,"Jacksonville, FL","Cary, NC",ixl685,2020-12-05,04:46:05,12:30:43,4,105.84,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue."
447,"Austin, TX","El Paso, TX",quj541,2021-03-10,05:33:48,12:49:59,3,66.62,In hac habitasse platea dictumst.
448,"Kansas City, MO","Cary, NC",agp780,2020-07-31,05:35:30,20:12:10,3,148.82,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
449,"Memphis, TN","Minneapolis, MN",mfn163,2020-11-07,03:52:37,19:51:37,3,105.86,
450,"Houston, TX","Denver, CO",uqm164,2020-05-25,01:45:18,19:24:07,4,12.82,Duis at velit eu est congue elementum.
451,"Oakland, CA","Seattle, WA",uhn076,2020-06-23,00:32:04,19:29:00,4,124.65,
452,"Los Angeles, CA","Washington, DC",mko306,2021-02-11,03:44:24,21:08:21,4,158.83,
453,"Memphis, TN","Arlington, TX",qrt066,2021-01-09,02:43:59,17:25:23,2,110.5,Suspendisse accumsan tortor quis turpis.
454,"Colorado Springs, CO","Boca Grande, FL",kdw728,2020-05-08,09:27:16,19:49:28,4,5.08,Integer ac neque.
455,"Cary, NC","Oakland, CA",usd601,2020-05-27,07:57:44,15:34:05,4,171.92,Quisque id justo sit amet sapien dignissim vestibulum.
456,"Austin, TX","San Jose, CA",gld644,2020-08-26,01:47:36,12:05:27,4,172.21,
457,city,"Los Angeles, CA",gdv764,2021-03-15,02:29:34,13:55:36,4,115.02,In hac habitasse platea dictumst.
458,"Dallas, TX","San Francisco, CA",jiv877,2020-07-15,10:20:55,14:03:26,2,106.74,
459,"Sacramento, CA","Miami, FL",brh162,2020-05-13,01:48:13,23:49:44,4,9.36,
460,"Asheville, NC","Chicago, IL",lnx291,2021-04-08,01:46:54,16:48:23,4,68.69,Nulla justo.
461,"Wichita, KS","Atlanta, GA",rbi866,2020-11-18,10:09:15,15:09:50,4,115.5,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo."
462,"Seattle, WA",city,flg785,2020-10-07,02:57:18,15:54:55,4,170.79,
463,"Atlanta, GA","Milwaukee, WI",qip466,2021-02-26,09:21:14,20:48:04,2,102.23,Pellentesque viverra pede ac diam.
464,"Mesa, AZ","Los Angeles, CA",ctp844,2020-07-10,11:21:43,13:18:51,3,103.19,Phasellus sit amet erat.
465,"Baltimore, MD","Washington, DC",dtz601,2021-03-27,01:49:34,21:14:13,4,134.84,
466,"Miami, FL","Seattle, WA",ore779,2020-11-10,11:46:03,18:53:36,4,23.72,
467,"Tulsa, OK","Charlotte, NC",gal16,2020-08-28,07:01:27,15:47:32,4,82.77,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.
468,"El Paso, TX","New York, NY",leo398,2020-10-18,04:53:30,14:18:18,3,105.2,Vivamus vel nulla eget eros elementum pellentesque.
469,"Memphis, TN","High Point, NC",mvi298,2021-03-17,08:32:06,20:56:31,2,21.17,
470,"Washington, DC","Cary, NC",eee12,2021-03-23,01:10:07,22:37:35,4,170.36,Donec ut mauris eget massa tempor convallis.
471,"High Point, NC","Denver, CO",hpo663,2020-11-21,05:53:16,12:55:38,4,187.7,
472,"Greenville, NC","Detroit, MI",bzx854,2020-06-03,06:47:11,20:54:37,2,90.1,In quis justo.
473,"Boston, MA","Greensboro, NC",quj541,2021-01-27,03:03:25,16:01:24,4,106.76,
474,"Houston, TX","Jacksonville, FL",hre166,2020-07-28,10:44:27,22:45:37,3,61.74,Aenean fermentum.
475,"Las Vegas, NV","Arlington, TX",sut378,2020-08-09,04:14:27,16:03:37,4,174.44,
476,"Miami, FL","Winston-Salem, NC",lhz221,2020-10-06,05:13:52,23:15:45,1,173.32,Curabitur at ipsum ac tellus semper interdum.
477,"Arlington, TX","Boca Grande, FL",ule479,2020-04-27,08:25:02,20:23:35,4,147.55,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
478,"Charlotte, NC","Austin, TX",plr527,2020-12-08,07:39:32,20:18:16,4,30.57,
479,"Wichita, KS","Memphis, TN",hyg402,2020-07-08,10:21:34,16:32:31,4,0.1,
480,"Mesa, AZ",city,wol998,2020-11-23,01:21:59,14:40:17,3,94.41,
481,"Washington, DC","Miami, FL",yjb625,2020-12-05,05:40:57,16:01:12,3,111.31,
482,"Greensboro, NC","Las Vegas, NV",jtp295,2020-09-26,00:36:38,14:39:12,4,40.07,Nulla ac enim.
483,"Denver, CO","Memphis, TN",hre166,2020-04-30,00:53:36,12:09:32,4,15.91,
484,"Durham, NC","Louisville, KY",oxb138,2021-01-03,05:52:41,23:31:32,1,163.48,Morbi porttitor lorem id ligula.
485,"Cary, NC","Greensboro, NC",xbp692,2020-11-09,03:52:55,22:06:50,4,92.62,Nunc purus.
486,"Charlotte, NC","El Paso, TX",msu486,2020-12-13,04:57:49,19:50:23,1,183.61,
487,"San Antonio, TX","Columbus, OH",ajz594,2021-01-26,03:48:19,13:40:17,3,167.77,Nullam molestie nibh in lectus.
488,"Los Angeles, CA","Atlanta, GA",bfp830,2020-10-09,02:13:33,23:03:35,4,132.8,
489,"Boston, MA","Durham, NC",yxh637,2020-09-08,06:30:01,18:08:02,1,48.81,
490,"Nashville, TN","Oakland, CA",igw051,2020-07-18,02:28:34,23:33:09,4,109.25,Nulla ac enim.
491,"Asheville, NC","Wilmington, NC",qwi085,2020-08-07,00:47:12,20:35:14,3,54.45,
492,"Mesa, AZ","Albuquerque, NM",dmz815,2020-10-16,02:25:03,23:45:45,2,11.12,
493,"Sacramento, CA","Colorado Springs, CO",lvo690,2020-06-12,07:28:28,15:39:30,4,111.45,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo."
